"Entry","Mw","conc_mmolgDW","0.9conc"
"P18200",19418,6.81848285167875E-07,6.13663456651088E-07
"P09126",27798,5.61138301669256E-07,5.05E-07
"P03024",37094,7.37309628937511E-07,6.6357866604376E-07
"P78067",48229,2.31632671037891E-07,2.08469403934102E-07
"P27129",39040,8.02558268666494E-07,7.22302441799845E-07
"P0AGH1",41062,4.14328862279044E-07,3.7289597605114E-07
"P0AF54",11672,"#VALUE!","#VALUE!"
"P0AEC3",87983,4.2737859022484E-07,3.84640731202356E-07
"P0ACK8",27362,3.68654814468755E-07,3.3178933302188E-07
"P0AB77",43117,6.35521750960297E-06,5.71969575864267E-06
"P76046",52609,8.28657724558087E-07,7.45791952102278E-07
"P0ADB4",4359,"#VALUE!","#VALUE!"
"P0ABS5",65565,5.90500189547299E-07,5.31450170592569E-07
"P69931",26633,4.40428318170637E-07,3.96385486353573E-07
"P52062",42584,4.56740478102883E-07,4.11066430292595E-07
"P31437",33113,2.21845375078543E-07,1.99660837570689E-07
"P27242",41729,3.68654814468755E-07,3.3178933302188E-07
"P24207",50677,8.28657724558087E-07,7.45791952102278E-07
"P0AF10",21990,3.94754270360349E-07,3.55278843324314E-07
"P0AAV0",10932,8.38445020517435E-07,7.54600518465692E-07
"P33368",26951,"#VALUE!","#VALUE!"
"P25888",49989,1.22341199491844E-06,1.1010707954266E-06
"P23862",20375,"#VALUE!","#VALUE!"
"P14294",73217,6.52486397289833E-07,5.8723775756085E-07
"P0A752",24528,5.90500189547299E-07,5.31450170592569E-07
"P77212",48244,"#VALUE!","#VALUE!"
"P76521",8874,"#VALUE!","#VALUE!"
"P51981",34674,3.42555358577162E-07,3.08299822719446E-07
"P38684",26233,6.16599645438892E-07,5.54939680895003E-07
"P37691",35353,8.05820700652943E-07,7.25238630587649E-07
"P0AEJ6",49403,5.57875869682807E-07,5.02088282714526E-07
"P69380",32927,5.08939389886069E-07,4.58E-07
"P46888",15633,"#VALUE!","#VALUE!"
"P0A8G3",53987,2.18582943092094E-07,1.96724648782885E-07
"P09980",77024,7.30784764964613E-07,6.57706288468152E-07
"P77223",20544,5.51351005709909E-07,4.96215905138918E-07
"P76108",42295,"#VALUE!","#VALUE!"
"P64536",9264,1.07986498751467E-06,9.71878488763203E-07
"P24242",36813,7.73196380788452E-07,6.95876742709607E-07
"P0AE39",28721,3.42555358577162E-07,3.08299822719446E-07
"P0ABG7",40476,5.08939389886069E-07,4.58E-07
"Q46835",14670,1.26256117875583E-06,1.13630506088025E-06
"P76182",38140,4.6652777406223E-07,4.19874996656007E-07
"P76169",11920,"#VALUE!","#VALUE!"
"P64453",6646,"#VALUE!","#VALUE!"
"P0C0K3",38120,7.17735037018816E-07,6.46E-07
"P39836",36406,3.8822940638745E-07,3.49406465748705E-07
"P68398",18718,6.65536125235629E-07,5.99E-07
"P37690",46595,5.38301277764112E-07,4.84471149987701E-07
"P0AE82",51624,4.6979020604868E-07,4.22811185443812E-07
"P0AD27",67296,3.16455902685569E-07,2.84810312417012E-07
"P0A8Z7",21642,4.07803998306145E-07,3.67E-07
"P0A8N7",36976,9.29793116138012E-07,8.36813804524211E-07
"P08550",17907,4.14328862279044E-07,3.7289597605114E-07
"P77788",15046,5.41563709750561E-07,4.87407338775505E-07
"P77389",40064,4.53478046116434E-07,4.08130241504791E-07
"P12282",26719,6.75323421194977E-07,6.07791079075479E-07
"P0AE34",26217,4.14328862279044E-07,3.7289597605114E-07
"P0AAH4",37661,5.15464253858968E-07,4.63917828473071E-07
"P0A830",45436,3.42555358577162E-07,3.08299822719446E-07
"P77721",28261,6.19862077425341E-07,5.57875869682807E-07
"P77562",40414,4.43690750157086E-07,3.99321675141377E-07
"P0AER8",42425,2.76E-06,2.484E-06
"Q47622",61565,7.11210173045918E-07,6.40089155741326E-07
"P75799",33238,4.37165886184188E-07,3.93449297565769E-07
"P37748",44744,3.1319347069912E-07,2.81874123629208E-07
"P36562",36987,6.6227369324918E-07,5.96E-07
"P0ACZ8",25395,4.04541566319696E-07,3.64087409687726E-07
"P52130",13665,"#VALUE!","#VALUE!"
"P0ABT5",35866,4.14328862279044E-07,3.7289597605114E-07
"P76621",37360,"#VALUE!","#VALUE!"
"P37326",44061,7.96E-07,7.16430064224237E-07
"P32177",30560,1.34085954643061E-06,1.20677359178755E-06
"P0AFN2",13517,7.43834492910409E-07,6.69451043619368E-07
"P0ACR4",32724,"#VALUE!","#VALUE!"
"P0A8P1",26619,4.01279134333247E-07,3.61151220899922E-07
"P0A8R7",39392,8.77594204354825E-07,7.89834783919343E-07
"Q47146",89224,"#VALUE!","#VALUE!"
"P46854",18794,7.92770972707147E-07,7.13493875436432E-07
"P27240",27461,6.6227369324918E-07,5.96E-07
"P24173",35544,4.92627229953824E-07,4.43364506958442E-07
"P0ACT6",21799,7.24259900991714E-07,6.51833910892543E-07
"Q46851",38832,"#VALUE!","#VALUE!"
"P76076",11878,"#VALUE!","#VALUE!"
"P69451",62332,7.92770972707147E-07,7.13493875436432E-07
"P37440",27850,1.79760002453349E-06,1.61784002208014E-06
"P04982",15292,1.3473844104035E-06,1.21264596936315E-06
"P61887",32734,1.09943957943337E-06,9.89495621490033E-07
"P0ADE4",64796,3.55605086522959E-07,3.2E-07
"P0A9E0",33384,2.25107807064992E-07,2.02597026358493E-07
"P0A6X1",46307,3.19718334672018E-07,2.87746501204816E-07
"Q46939",41019,3.32768062617815E-07,2.99491256356033E-07
"P76938",21146,5.57875869682807E-07,5.02088282714526E-07
"P52060",10456,"#VALUE!","#VALUE!"
"P37619",25269,2.61E-07,2.3489510302434E-07
"P32144",28507,8.74331772368376E-07,7.86898595131538E-07
"P0AEV1",37302,3.94754270360349E-07,3.55278843324314E-07
"P0AE28",24917,3.16455902685569E-07,2.84810312417012E-07
"P0AD70",41849,6.39436669344036E-07,5.75493002409632E-07
"P0AB96",15853,"#VALUE!","#VALUE!"
"P02918",93636,4.40428318170637E-07,3.96385486353573E-07
"P76194",15800,"#VALUE!","#VALUE!"
"P43340",23036,7.50359356883308E-07,6.75323421194977E-07
"P36560",10591,"#VALUE!","#VALUE!"
"P27247",38214,7.07947741059468E-07,6.37152966953521E-07
"P0AEC0",56528,2.74E-07,2.46639858175557E-07
"P0ABG4",45987,5.51351005709909E-07,4.96215905138918E-07
"P0A9F6",34402,5.67663165642154E-07,5.10896849077939E-07
"P42596",42331,9.85254459907647E-07,8.86729013916882E-07
"P28632",15174,4.95889661940273E-07,4.46300695746246E-07
"P21893",63389,8.45E-07,7.604728960413E-07
"P75821",38086,5.67663165642154E-07,5.10896849077939E-07
"P46187",16639,6.81848285167875E-07,6.13663456651088E-07
"P31473",56389,3.29505630631365E-07,2.96555067568229E-07
"P0A8Q0",15015,"#VALUE!","#VALUE!"
"P0A7E3",23567,1.05376553162308E-06,9.48388978460772E-07
"A8DYP9",3109,"#VALUE!","#VALUE!"
"P30844",41029,"#VALUE!","#VALUE!"
"P0AE85",18965,5.4482614173701E-07,4.90343527563309E-07
"P0A8D3",16969,6.68798557222078E-07,6.0191870149987E-07
"P07649",30400,7.66671516815553E-07,6.9E-07
"P75826",32340,2.83831582821077E-07,2.55448424538969E-07
"P39353",41384,1.72908895281806E-07,1.55618005753625E-07
"P27836",27928,1.08312741950112E-06,9.74814677551008E-07
"P16095",48907,4.38144615780123E-06,3.94330154202111E-06
"P0ACX0",12323,5.70925597628604E-07,5.13833037865744E-07
"P0A9W0",27602,1.07007769155533E-06,9.63069922399797E-07
"P77444",44434,"#VALUE!","#VALUE!"
"P77338",127215,1.10270201141982E-06,9.92431810277838E-07
"P77213",41688,"#VALUE!","#VALUE!"
"P75931",33682,5.74188029615053E-07,5.16769226653548E-07
"P64426",49574,4.01279134333247E-07,3.61151220899922E-07
"P52097",48204,7.21E-07,6.48897722104738E-07
"P45568",43388,1.21688713094554E-06,1.09519841785099E-06
"P12998",41594,3.01122472349258E-06,2.71010225114332E-06
"P0AF48",15656,5.77450461601502E-07,5.19705415441352E-07
"P0A8S9",13316,"#VALUE!","#VALUE!"
"P06961",46467,6.26386941398239E-07,5.63748247258415E-07
"Q46893",25737,1.02440364374504E-06,9.22E-07
"P39180",106825,5.38301277764112E-07,4.84471149987701E-07
"P31069",46063,2.12058079119196E-07,1.90852271207276E-07
"P22186",17386,8.67806908395477E-07,7.81E-07
"P15005",53157,6.75323421194977E-07,6.07791079075479E-07
"P12999",28276,2.07490674338167E-06,1.8674160690435E-06
"P0AE70",12098,9.3631798011091E-07,8.42686182099819E-07
"P0AA60",24134,1.057E-06,9.51325167248577E-07
"Q7DFV3",10807,4.56740478102883E-07,4.11066430292595E-07
"P75958",45344,4.04541566319696E-07,3.64087409687726E-07
"P39830",59424,6.06812349479544E-07,5.4613111453159E-07
"P23871",35884,8.28657724558087E-07,7.45791952102278E-07
"P23256",43642,4.17591294265493E-07,3.75832164838944E-07
"P21345",47159,2.15972997502935E-06,1.94375697752642E-06
"P0AG03",20695,6.72060989208528E-07,6.04854890287675E-07
"P0ACS7",32362,8.61282044422579E-07,7.75153839980321E-07
"P0AB33",9664,"#VALUE!","#VALUE!"
"P0AAQ0",8097,"#VALUE!","#VALUE!"
"P05041",50970,5.97E-07,5.37322548168177E-07
"Q46798",26565,8.54757180449681E-07,7.69281462404713E-07
"P75954",34636,5.41563709750561E-07,4.87407338775505E-07
"P37623",21768,6.49223965303383E-07,5.84301568773045E-07
"P31433",62272,5.67663165642154E-07,5.10896849077939E-07
"P16691",16570,"#VALUE!","#VALUE!"
"P10907",39524,"#VALUE!","#VALUE!"
"P30845",61667,"#VALUE!","#VALUE!"
"P24252",20211,"#VALUE!","#VALUE!"
"P21515",22961,4.33903454197739E-07,3.90513108777965E-07
"P10441",42382,7.21E-07,6.48897722104738E-07
"P0ACL5",28826,"#VALUE!","#VALUE!"
"P0A823",26229,7.53621788869757E-07,6.78259609982781E-07
"P03018",81990,1.05050309963663E-06,9.45452789672967E-07
"P75777",36416,4.95889661940273E-07,4.46300695746246E-07
"P37614",10252,"#VALUE!","#VALUE!"
"P0AD42",24439,6.39436669344036E-07,5.75493002409632E-07
"P0AAW1",28790,"#VALUE!","#VALUE!"
"Q47156",11234,8.51494748463232E-07,7.66345273616909E-07
"P67701",14995,7.47096924896858E-07,6.72387232407172E-07
"P39371",39572,"#VALUE!","#VALUE!"
"P28307",15049,"#VALUE!","#VALUE!"
"P23930",57066,7.24259900991714E-07,6.51833910892543E-07
"P0AEE8",32100,7.0142287708657E-07,6.31280589377913E-07
"P0AAX6",8896,"#VALUE!","#VALUE!"
"P0A7C8",15597,"#VALUE!","#VALUE!"
"P75952",23362,7.56884220856206E-07,6.81195798770585E-07
"P55734",18639,5.77450461601502E-07,5.19705415441352E-07
"P51025",31424,9.07E-07,8.16260483009581E-07
"P45544",27821,7.07947741059468E-07,6.37152966953521E-07
"P45469",23198,4.56740478102883E-07,4.11066430292595E-07
"P37659",62032,3.914918383739E-07,3.5234265453651E-07
"P37327",34503,"#VALUE!","#VALUE!"
"P15723",59383,3.55605086522959E-07,3.2E-07
"P0AF56",25079,4.07803998306145E-07,3.67E-07
"P0ADU7",16548,5.15464253858968E-07,4.63917828473071E-07
"P0A6F3",56231,5.61138301669256E-07,5.05E-07
"P03023",38590,5.77450461601502E-07,5.19705415441352E-07
"Q47005",32835,"#VALUE!","#VALUE!"
"P67699",10401,6.59E-07,5.93110135136458E-07
"P37613",14506,2.026E-06,1.82337323722644E-06
"P16384",35065,1.07334012354177E-06,9.66E-07
"P0AAW5",15465,6.42699101330485E-07,5.78429191197437E-07
"P0A9H5",21999,6.00287485506646E-07,5.40258736955981E-07
"P0A8I1",15186,5.74188029615053E-07,5.16769226653548E-07
"P75959",33043,5.12201821872519E-07,4.61E-07
"P75867",65819,1.01787877977214E-06,9.16090901794926E-07
"P13738",41356,6.19862077425341E-07,5.57875869682807E-07
"P10442",21526,7.60146652842655E-07,6.84131987558389E-07
"P06709",35312,7.30784764964613E-07,6.57706288468152E-07
"P05824",61396,1.07986498751467E-06,9.71878488763203E-07
"P00926",47901,1.32128495451191E-06,1.18915645906072E-06
"C1P602",3458,"#VALUE!","#VALUE!"
"P76630",26108,6.19862077425341E-07,5.57875869682807E-07
"P69681",44515,"#VALUE!","#VALUE!"
"P52129",40061,1.29844793060677E-06,1.16860313754609E-06
"P45531",13045,6.91635581127223E-07,6.22472023014501E-07
"P25534",42288,7.96E-07,7.16430064224237E-07
"P0AEA8",49951,7.0142287708657E-07,6.31280589377913E-07
"P00811",41556,5.77450461601502E-07,5.19705415441352E-07
"P24228",51798,7.56884220856206E-07,6.81195798770585E-07
"P19934",43157,9.07E-07,8.16260483009581E-07
"P0AEE3",37581,4.6979020604868E-07,4.22811185443812E-07
"P0AC23",30991,8.9716879627352E-07,8.07451916646168E-07
"P0A6I9",22622,4.6E-07,4.14E-07
"P75830",40624,5.87237757560849E-07,5.28513981804764E-07
"P64619",7204,"#VALUE!","#VALUE!"
"P39298",27588,4.04541566319696E-07,3.64087409687726E-07
"P30864",33776,1.02766607573149E-06,9.24899468158341E-07
"P0A840",26900,7.47096924896858E-07,6.72387232407172E-07
"P46118",31976,5.51351005709909E-07,4.96215905138918E-07
"P37340",49447,7.53621788869757E-07,6.78259609982781E-07
"P22525",67812,2.74E-07,2.46639858175557E-07
"P0AEH1",49071,7.60146652842655E-07,6.84131987558389E-07
"P0AEF0",27935,7.60146652842655E-07,6.84131987558389E-07
"P0AAA3",20111,5.87237757560849E-07,5.28513981804764E-07
"P09148",39646,5.31776413791214E-07,4.78598772412093E-07
"P45424",17038,"#VALUE!","#VALUE!"
"P33355",17973,1.64426572117038E-06,1.47983914905334E-06
"P23886",62920,5.02414525913171E-07,4.52173073321854E-07
"P19624",35114,5.54613437696358E-07,4.99152093926722E-07
"P0AFP4",29410,1.16468821916235E-06,1.04821939724612E-06
"P75746",25800,3.36E-07,3.02427445143838E-07
"P45532",13641,5.77450461601502E-07,5.19705415441352E-07
"P37663",25951,"#VALUE!","#VALUE!"
"P31680",30579,1.11248930737916E-06,1.00124037664124E-06
"P0AFS7",39841,6.85110717154324E-07,6.16599645438892E-07
"P55135",48052,1.11575173936561E-06,1.00417656542905E-06
"P45530",10718,5.02414525913171E-07,4.52173073321854E-07
"P0C058",16093,1.90852271207276E-06,1.71767044086548E-06
"P0AEI6",17433,7.14472605032367E-07,6.43E-07
"P09391",31307,7.34E-07,6.60642477255956E-07
"P37147",17692,1.08312741950112E-06,9.74814677551008E-07
"P26602",18777,6.49223965303383E-07,5.84301568773045E-07
"P0AE60",9377,"#VALUE!","#VALUE!"
"P0AA97",20877,1.25929874676938E-06,1.13336887209244E-06
"P02919",94293,8.45E-07,7.604728960413E-07
"P76086",35295,2.38157535010789E-07,2.1434178150971E-07
"P76053",21512,3.78442110428103E-07,3.40597899385293E-07
"P0ADC3",43264,8.09083132639393E-07,7.28174819375454E-07
"P0A6S5",11622,5.64400733655705E-07,5.08E-07
"P05458",107708,7.47096924896858E-07,6.72387232407172E-07
"P0A8Q3",13107,8.12345564625842E-07,7.31111008163258E-07
"P00363",65972,9.29793116138012E-07,8.36813804524211E-07
"P39407",39832,4.14328862279044E-07,3.7289597605114E-07
"P24555",79491,1.63121599322458E-07,1.46809439390212E-07
"P24224",14052,"#VALUE!","#VALUE!"
"P23895",11958,6.39436669344036E-07,5.75493002409632E-07
"P0AFR0",33067,4.14328862279044E-07,3.7289597605114E-07
"P0AEU3",26870,"#VALUE!","#VALUE!"
"P77522",54745,2.31632671037891E-07,2.08469403934102E-07
"P43337",21436,"#VALUE!","#VALUE!"
"P36673",34531,4.92627229953824E-07,4.43364506958442E-07
"P0AAT2",14050,3.8822940638745E-07,3.49406465748705E-07
"P0A766",20898,6.72060989208528E-07,6.04854890287675E-07
"P75806",22399,1.26582361074228E-06,1.13924124966805E-06
"P64515",15226,9.88516891894096E-07,8.89665202704686E-07
"P39297",12038,"#VALUE!","#VALUE!"
"P31455",46187,5.84E-07,5.2557779301696E-07
"P24215",44838,1.06029039559598E-06,9.54261356036382E-07
"P0AD68",63877,7.37309628937511E-07,6.6357866604376E-07
"P0AC75",47291,6.29649373384689E-07,5.6668443604622E-07
"P0AC47",27123,1.03745337169083E-06,9.33708034521747E-07
"P0A9J6",32291,1.256E-06,1.13043268330464E-06
"P76541",22788,4.89364797967374E-07,4.40428318170637E-07
"P36655",61795,7.21E-07,6.48897722104738E-07
"P0C077",11225,7.7972124476135E-07,7.01749120285215E-07
"P0AGJ7",17726,1.03419093970439E-06,9.30771845733951E-07
"P14176",37620,2.80569150834628E-07,2.52512235751165E-07
"P77791",20096,3.94754270360349E-07,3.55278843324314E-07
"P77279",25382,8.9716879627352E-07,8.07451916646168E-07
"P37624",100785,7.96E-07,7.16430064224237E-07
"P37590",9871,1.9378845999508E-06,1.74409613995572E-06
"P29208",35477,8.9716879627352E-07,8.07451916646168E-07
"P16528",29739,1.15163849121655E-06,1.0364746420949E-06
"P0AGM5",30841,6.88373149140774E-07,6.19535834226697E-07
"P06136",31434,5.61138301669256E-07,5.05E-07
"P76235",49392,"#VALUE!","#VALUE!"
"P24554",49472,1.13206389929786E-06,1.01885750936807E-06
"P0C066",40113,6.03549917493095E-07,5.43194925743786E-07
"P0AD74",1762,"#VALUE!","#VALUE!"
"P76208",20367,8.28657724558087E-07,7.45791952102278E-07
"P64606",27863,2.21845375078543E-06,1.99660837570689E-06
"P36561",26386,1.16468821916235E-06,1.04821939724612E-06
"P33030",36113,8.74331772368376E-07,7.86898595131538E-07
"P30128",18527,7.47096924896858E-07,6.72387232407172E-07
"P0AAD6",46906,1.0169E-05,9.1521004515858E-06
"P33224",60590,"#VALUE!","#VALUE!"
"P23909",95247,1.579E-06,1.42111537329725E-06
"P0AA53",33743,4.92627229953824E-07,4.43364506958442E-07
"P77570",39496,6.98160445100121E-07,6.28344400590109E-07
"P11072",33762,"#VALUE!","#VALUE!"
"P0AEM4",10341,"#VALUE!","#VALUE!"
"P0A915",22928,8.25395292571638E-07,7.42855763314474E-07
"P0A8C8",9381,1.04724066765018E-06,9.42516600885162E-07
"P77689",46823,1.9574591918695E-07,1.76171327268255E-07
"P77179",24459,6.10074781465994E-07,5.49067303319395E-07
"P76149",49718,6.52486397289833E-07,5.8723775756085E-07
"P37648",55527,1.67362760904842E-06,1.50626484814358E-06
"P77649",54382,4.99152093926722E-07,4.4923688453405E-07
"P30870",108418,5.87237757560849E-07,5.28513981804764E-07
"P0AGI8",50368,5.35E-07,4.81534961199897E-07
"P0AGG0",35071,7.53621788869757E-07,6.78259609982781E-07
"P0AEW4",30938,9.98304187853444E-07,8.984737690681E-07
"P0A9M5",16971,7.17735037018816E-07,6.46E-07
"P0A8V0",32930,9.88516891894096E-07,8.89665202704686E-07
"P52094",24649,"#VALUE!","#VALUE!"
"P64448",6840,"#VALUE!","#VALUE!"
"P37642",37911,4.37165886184188E-07,3.93449297565769E-07
"P0AEW9",33756,6.68798557222078E-07,6.0191870149987E-07
"P0AAU7",11280,1.07986498751467E-06,9.71878488763203E-07
"Q47690",33423,1.24820647801545E-05,1.12338583021391E-05
"P31125",32324,1.69646463295357E-07,1.52681816965821E-07
"P0AGA6",20889,4.99152093926722E-07,4.4923688453405E-07
"P0ACI6",16888,9.78729595934749E-07,8.80856636341274E-07
"P0A944",16610,5.70925597628604E-07,5.13833037865744E-07
"P0A8G0",68188,6.68798557222078E-07,6.0191870149987E-07
"P77611",80172,8.02558268666494E-07,7.22302441799845E-07
"P64542",13263,"#VALUE!","#VALUE!"
"P45795",10007,1.17773794710815E-06,1.06E-06
"P04949",51295,"#VALUE!","#VALUE!"
"P76245",38546,3.23E-07,2.9068268999262E-07
"P69795",11427,"#VALUE!","#VALUE!"
"P64423",36612,6.03549917493095E-07,5.43194925743786E-07
"P29018",65056,7.04685309073019E-07,6.34216778165717E-07
"P27830",39754,1.92483487200501E-06,1.73235138480451E-06
"P21363",18961,"#VALUE!","#VALUE!"
"P13001",28505,1.45178223396988E-06,1.30660401057289E-06
"P0AG24",79342,1.06355282758243E-06,9.57197544824187E-07
"P0ACP5",36422,1.38653359424089E-06,1.2478802348168E-06
"P0A9G8",28281,1.22014956293199E-06,1.09813460663879E-06
"P0A6B4",39153,1.13858876327076E-06,1.02472988694368E-06
"P05719",51395,6.91635581127223E-07,6.22472023014501E-07
"P22634",31002,1.38327116225445E-06,1.24494404602901E-06
"P04995",54501,9.13480956205766E-07,8.22132860585189E-07
"P39315",29734,2.83831582821077E-07,2.55448424538969E-07
"P32166",33594,1.01135391579924E-06,9.10218524219316E-07
"P25666",33458,8.90643932300622E-07,8.0157953907056E-07
"P64432",29262,4.95889661940273E-07,4.46300695746246E-07
"P46125",32191,6.13337213452443E-07,5.52E-07
"P0AC16",13620,1.65405301712973E-06,1.48864771541676E-06
"P77285",21912,7.43834492910409E-07,6.69451043619368E-07
"P0AED9",53465,5.51351005709909E-07,4.96215905138918E-07
"P76350",47817,7.99295836680045E-07,7.19366253012041E-07
"P39280",38750,1.22014956293199E-06,1.09813460663879E-06
"P0AGH8",34121,9.85254459907647E-07,8.86729013916882E-07
"P0ACV6",26558,3.68654814468755E-07,3.3178933302188E-07
"P67553",26507,3.55605086522959E-07,3.2E-07
"P42615",14172,4.63265342075781E-07,4.16938807868203E-07
"P21362",18597,"#VALUE!","#VALUE!"
"P0A8U2",29992,8.35182588530986E-07,7.51664329677887E-07
"P15038",77976,5.41563709750561E-07,4.87407338775505E-07
"P32700",10303,6.98160445100121E-07,6.28344400590109E-07
"P0AG34",22427,"#VALUE!","#VALUE!"
"P0ADC6",39619,1.154900923203E-06,1.0394108308827E-06
"P0A8R9",31746,8.54757180449681E-07,7.69281462404713E-07
"P28905",16633,7.92770972707147E-07,7.13493875436432E-07
"P27249",102390,3.26243198644916E-07,2.93618878780424E-07
"P0AD99",46209,2.32611400633825E-06,2.09350260570442E-06
"P0AD01",27488,5.64400733655705E-07,5.08E-07
"P0AC51",19254,1.89873541611341E-06,1.70886187450207E-06
"P0A7A5",23258,8.45E-07,7.604728960413E-07
"P76180",16319,"#VALUE!","#VALUE!"
"P33650",84474,5.87237757560849E-07,5.28513981804764E-07
"P17443",37815,9.42842844083808E-07,8.48558559675427E-07
"P0AF63",15593,1.38327116225445E-06,1.24494404602901E-06
"P0AEY3",30412,8.74331772368376E-07,7.86898595131538E-07
"P0ACV0",35407,1.455E-06,1.3095401993607E-06
"P0AA91",20921,8.38445020517435E-07,7.54600518465692E-07
"P45771",19871,1.00156661983989E-06,9.01409957855901E-07
"Q47679",28925,4.2737859022484E-07,3.84640731202356E-07
"P76407",32039,"#VALUE!","#VALUE!"
"P76206",27607,3.81704542414552E-07,3.43534088173097E-07
"P31460",26080,1.03419093970439E-06,9.30771845733951E-07
"P0A9A2",18894,7.7972124476135E-07,7.01749120285215E-07
"P08395",67219,8.35182588530986E-07,7.51664329677887E-07
"P76549",14554,5.90500189547299E-07,5.31450170592569E-07
"P75966",24880,5.67663165642154E-07,5.10896849077939E-07
"P37615",13496,6.03549917493095E-07,5.43194925743786E-07
"P32684",32477,1.02114121175859E-06,9.19E-07
"P26281",18079,7.60146652842655E-07,6.84131987558389E-07
"P20099",85851,1.52029330568531E-06,1.36826397511678E-06
"P31806",54650,2.51207262956586E-07,2.26086536660927E-07
"P27837",50399,2.51207262956586E-06,2.26086536660927E-06
"P26365",47985,6.2312450941179E-07,5.60812058470611E-07
"P20605",22960,"#VALUE!","#VALUE!"
"P0A7B3",32566,5.22E-07,4.69790206048679E-07
"P36771",34594,1.305E-06,1.1744755151217E-06
"P26647",27453,1.20057497101329E-06,1.08051747391196E-06
"P0ACG8",15496,1.3539092743764E-06,1.21851834693876E-06
"P41409",33823,6.49223965303383E-07,5.84301568773045E-07
"P0AB10",20634,8.12345564625842E-07,7.31111008163258E-07
"P0A7Y4",17597,1.02114121175859E-06,9.19E-07
"P64636",25399,1.7454011127503E-06,1.57086100147527E-06
"P45565",22257,"#VALUE!","#VALUE!"
"P45468",37257,5.97E-07,5.37322548168177E-07
"P33644",26339,6.6227369324918E-07,5.96E-07
"P16926",39530,1.08638985148757E-06,9.77750866338813E-07
"P39161",29308,7.60146652842655E-07,6.84131987558389E-07
"P15078",75105,1.66384031308907E-07,1.49745628178016E-07
"P0A8I8",17341,1.37022143430865E-06,1.23319929087779E-06
"P0AFN6",28516,9.52630140043156E-07,8.57367126038841E-07
"P0ADX9",21678,1.01461634778569E-06,9.13154713007121E-07
"P76008",33567,6.55748829276282E-07,5.90173946348654E-07
"P39838",100372,6.10074781465994E-07,5.49067303319395E-07
"P20966",57519,5.02414525913171E-07,4.52173073321854E-07
"P15067",73577,2.77306718848179E-07,2.49576046963361E-07
"P0AGF2",15940,1.20709983498619E-06,1.08638985148757E-06
"P0AEL3",8371,6.19862077425341E-07,5.57875869682807E-07
"P0A6J5",47607,7.10557686648628E-06,6.395E-06
"P77808",44226,1.49419384979372E-06,1.34477446481435E-06
"P75993",9694,"#VALUE!","#VALUE!"
"P75809",30196,7.37309628937511E-07,6.6357866604376E-07
"P32160",21763,2.47944830970136E-07,2.23150347873122E-07
"P32099",37926,1.06029039559598E-06,9.54261356036382E-07
"P23827",18192,5.6603194964893E-06,5.09428754684037E-06
"P21365",26419,9.78729595934749E-07,8.80856636341274E-07
"P0ABG1",31454,9.42842844083808E-07,8.48558559675427E-07
"P77506",9404,1.07660255552822E-06,9.68942299975398E-07
"P39176",34411,1.5659673534956E-07,1.40937061814604E-07
"P0ADJ5",7364,"#VALUE!","#VALUE!"
"Q47149",10847,"#VALUE!","#VALUE!"
"P69811",39648,8.45E-07,7.604728960413E-07
"P64616",10796,"#VALUE!","#VALUE!"
"P37692",39042,1.21036226697264E-06,1.08932604027538E-06
"P30745",37346,1.02114121175859E-06,9.19E-07
"P25536",21515,1.81064975247929E-06,1.62958477723136E-06
"P24202",33520,1.27887333868807E-06,1.151E-06
"P05637",31297,5.38301277764112E-07,4.84471149987701E-07
"P77739",32459,"#VALUE!","#VALUE!"
"P27829",45839,2.59689586121353E-06,2.33720627509218E-06
"P16681",16171,"#VALUE!","#VALUE!"
"P64467",8417,"#VALUE!","#VALUE!"
"P39342",54332,2.05533215146297E-07,1.85E-07
"P39332",14590,"#VALUE!","#VALUE!"
"P0ACM2",26565,7.24259900991714E-07,6.51833910892543E-07
"P08956",134095,1.10270201141982E-06,9.92431810277838E-07
"P17115",34031,9.29793116138012E-07,8.36813804524211E-07
"P0AFA7",56728,1.517E-06,1.36532778632897E-06
"P0ACK2",29572,2.07816917536812E-06,1.87035225783131E-06
"P75713",28730,5.87237757560849E-07,5.28513981804764E-07
"P0AB83",23562,1.06681525956888E-06,9.60133733611992E-07
"P69423",28876,1.28213577067452E-06,1.15392219360707E-06
"P42599",36214,5.61138301669256E-07,5.05E-07
"P36999",30419,8.90643932300622E-07,8.0157953907056E-07
"P0AGJ2",25343,1.25929874676938E-06,1.13336887209244E-06
"P0AFK4",31062,1.66057788110262E-06,1.49452009299236E-06
"P0A720",23783,1.53986789760401E-06,1.38588110784361E-06
"P0A6J3",29305,7.53621788869757E-07,6.78259609982781E-07
"P00634",49439,5.67663165642154E-07,5.10896849077939E-07
"P76334",13838,1.23319929087778E-06,1.10987936179E-06
"Q46919",12787,2.437E-06,2.19333302448978E-06
"P77148",60755,"#VALUE!","#VALUE!"
"P37746",45383,9.88516891894096E-07,8.89665202704686E-07
"P0ACK5",28548,8.93906364287071E-07,8.04515727858364E-07
"Q46927",28562,2.58058370128129E-06,2.32252533115316E-06
"P0AFW0",18340,6.68798557222078E-07,6.0191870149987E-07
"P67826",26762,6.55748829276282E-07,5.90173946348654E-07
"P0AFK6",29111,1.60511653733299E-06,1.44460488359969E-06
