"Entry","Mw","conc_mmolgDW","0.9conc"
"P31545",46754,4.40428318170637E-07,3.96385486353573E-07
"P17444",61878,4.2737859022484E-07,3.84640731202356E-07
"P0ABC0",13632,4.92627229953824E-07,4.43364506958442E-07
"P0A924",29021,2.61E-07,2.3489510302434E-07
"P06846",36210,7.83E-07,7.04685309073019E-07
"P77615",36134,2.87094014807526E-07,2.58384613326773E-07
"P75973",11458,2.08795647132746E-07,1.87916082419471E-07
"P63883",45634,1.33759711444416E-06,1.20383740299974E-06
"P52006",16371,6.39436669344036E-07,5.75493002409632E-07
"P43341",26894,6.98160445100121E-07,6.28344400590109E-07
"P37769",27070,5.77450461601502E-07,5.19705415441352E-07
"P0A9G2",34284,4.6E-07,4.14E-07
"P76115",77261,1.15163849121655E-06,1.0364746420949E-06
"P76049",33659,8.15607996612291E-08,7.34047196951062E-08
"P36566",29814,1.05376553162308E-06,9.48388978460772E-07
"P30855",134743,1.14185119525721E-07,1.02766607573149E-07
"Q46855",35957,7.07947741059468E-07,6.37152966953521E-07
"P36928",49371,1.04724066765018E-06,9.42516600885162E-07
"P28306",38247,1.01787877977214E-06,9.16090901794926E-07
"P23837",55300,4.24116158238391E-07,3.81704542414552E-07
"P0DMC5",106506,3.32768062617815E-07,2.99491256356033E-07
"P0AD44",27348,4.6652777406223E-07,4.19874996656007E-07
"P27127",40826,8.51494748463232E-07,7.66345273616909E-07
"P11071",67699,2.93618878780425E-08,2.64256990902382E-08
"P0AC38",52356,3.65066139283661E-06,3.28559525355295E-06
"P0ABH4",18788,1.19731253902684E-06,1.07758128512416E-06
"P0AAD4",42819,1.27561090670162E-06,1.148E-06
"Q46925",43234,1.00156661983989E-06,9.01409957855901E-07
"P75801",49873,1.03092850771794E-06,9.27835656946146E-07
"P67143",21490,2.18256699893449E-06,1.96431029904104E-06
"P0AFC0",17306,9.39580412097359E-07,8.45622370887623E-07
"P0ABY7",21566,7.50359356883308E-07,6.75323421194977E-07
"P0A6W0",33516,1.442E-06,1.29779544420948E-06
"P0A6A0",63203,6.59E-07,5.93110135136458E-07
"P05052",28763,2.80569150834628E-07,2.52512235751165E-07
"P77400",45659,"#VALUE!","#VALUE!"
"P52095",80590,5.54613437696358E-08,4.99152093926722E-08
"P45524",38495,8.25395292571638E-07,7.42855763314474E-07
"P0ADK6",31874,1.86E-07,1.67362760904842E-07
"P0ABF4",9866,3.75179678441654E-07,3.37661710597489E-07
"P0A978",7781,5.28513981804765E-07,4.75662583624288E-07
"P0A8P8",34246,6.49223965303383E-07,5.84301568773045E-07
"P77333",33482,3.4908022255006E-07,3.14172200295054E-07
"P77300",27838,3.29505630631365E-07,2.96555067568229E-07
"P75839",26282,"#VALUE!","#VALUE!"
"P69348",10216,5.70925597628604E-07,5.13833037865744E-07
"P67127",26157,1.99987080769334E-06,1.79988372692401E-06
"P52076",24678,4.50215614129985E-07,4.05194052716987E-07
"P0DMC9",23516,"#VALUE!","#VALUE!"
"P0ACS2",17150,6.72060989208528E-07,6.04854890287675E-07
"P0AAM7",8808,6.32911805371138E-07,5.69620624834024E-07
"P0AA37",24861,1.90852271207276E-06,1.71767044086548E-06
"P76345",20337,"#VALUE!","#VALUE!"
"P68567",26949,1.73561381679096E-06,1.56205243511186E-06
"P63183",69294,1.318E-06,1.18622027027291E-06
"P56258",40640,1.057E-06,9.51325167248577E-07
"P28305",29715,2.67519422888831E-07,2.40767480599948E-07
"P28249",68963,4.50215614129985E-07,4.05194052716987E-07
"P27128",39423,7.69933948802003E-07,6.92940553921803E-07
"P21151",40876,6.2E-08,5.57875869682807E-08
"P0AER5",24915,5.64400733655705E-07,5.08E-07
"P76535",31220,9.33055548124461E-07,8.39749993312015E-07
"P76223",42845,3.00143742753323E-07,2.70129368477991E-07
"P37685",56306,"#VALUE!","#VALUE!"
"P27126",36730,7.14472605032367E-07,6.43E-07
"P19636",31782,4.92627229953824E-07,4.43364506958442E-07
"P0AD65",70857,1.057E-06,9.51325167248577E-07
"P0ABM5",7745,6.88373149140774E-07,6.19535834226697E-07
"P0AAL9",11798,1.03745337169083E-06,9.33708034521747E-07
"P76272",94970,4.11066430292595E-07,3.7E-07
"P64622",7452,5.74188029615053E-07,5.16769226653548E-07
"P39277",44778,1.33759711444416E-07,1.20383740299974E-07
"P32703",60523,1.00482905182634E-06,9.04346146643706E-07
"P31135",35490,9.13480956205766E-08,8.22132860585189E-08
"P28631",36937,7.11210173045918E-07,6.40089155741326E-07
"P27862",21757,6.75323421194977E-07,6.07791079075479E-07
"P27238",14910,8.05820700652943E-07,7.25238630587649E-07
"P25741",30872,8.87381500314172E-07,7.98643350282755E-07
"P23367",67924,5.22E-07,4.69790206048679E-07
"P21517",69041,2.93618878780425E-07,2.64256990902382E-07
"P15082",28236,6.85110717154324E-07,6.16599645438892E-07
"P0A9T8",24533,2.12058079119196E-07,1.90852271207276E-07
"P08337",14927,2.03249512755783E-06,1.82924561480205E-06
"P75616",11355,3.94754270360349E-07,3.55278843324314E-07
"P45800",79490,7.17735037018816E-07,6.46E-07
"P28246",43353,7.66671516815553E-07,6.9E-07
"P0AF16",55267,2.19887915886674E-06,1.979E-06
"P77554",50549,4.73052638035129E-07,4.25747374231616E-07
"P76498",30260,3.00143742753323E-07,2.70129368477991E-07
"P67662",34516,6.6227369324918E-07,5.96E-07
"P17315",73896,2.57732126929484E-07,2.32E-07
"P10443",129905,1.07007769155533E-06,9.63069922399797E-07
"P0AB35",18920,9.78729595934749E-08,8.80856636341274E-08
"P76340",25018,5.41563709750561E-07,4.87407338775505E-07
"P33595",63975,7.69933948802003E-07,6.92940553921803E-07
"P31467",24664,5.80712893587951E-07,5.22641604229156E-07
"P31119",80700,6.13337213452443E-07,5.52E-07
"P30744",48753,2.78383321403707E-05,2.50544989263336E-05
"P0AF45",7386,"#VALUE!","#VALUE!"
"P0AER3",27503,5.22E-07,4.69790206048679E-07
"P0ADF6",64639,4.82839933994476E-07,4.34555940595028E-07
"P0AAE2",50216,4.22158699046522E-06,3.7994282914187E-06
"P00903",20772,1.23972415485068E-06,1.11575173936561E-06
"P76341",15460,1.69646463295357E-07,1.52681816965821E-07
"P41039",9756,"#VALUE!","#VALUE!"
"P15286",36668,9.29793116138012E-07,8.36813804524211E-07
"P0AA89",53178,3.26243198644916E-08,2.93618878780424E-08
"P0A7C6",24570,7.69933948802003E-07,6.92940553921803E-07
"P07000",38978,4.24116158238391E-07,3.81704542414552E-07
"P75946",13981,4.6E-07,4.14E-07
"P75820",31072,4.6E-07,4.14E-07
"P67601",17615,4.76315070021578E-07,4.2868356301942E-07
"P33668",14152,1.9574591918695E-07,1.76171327268255E-07
"P31825",27270,8.31920156544537E-07,7.48728140890083E-07
"P28630",38704,4.56740478102883E-07,4.11066430292595E-07
"P0AFB5",38556,1.76171327268255E-07,1.5855419454143E-07
"P76100",35849,"#VALUE!","#VALUE!"
"P0AEB5",38755,6.98160445100121E-07,6.28344400590109E-07
"P0ABQ2",30427,4.14328862279044E-07,3.7289597605114E-07
"P0AAG8",56415,1.69646463295357E-07,1.52681816965821E-07
"P76445",26759,2.534909653471E-06,2.2814186881239E-06
"P75828",63589,5.97E-07,5.37322548168177E-07
"P60869",60351,1.32454738649836E-06,1.19209264784852E-06
"P39401",85494,1.46809439390212E-06,1.32128495451191E-06
"P33941",61553,1.08312741950112E-06,9.74814677551008E-07
"P0AD30",28643,6.19862077425341E-07,5.57875869682807E-07
"P76342",37369,7.5E-08,6.75323421194977E-08
"P76273",53228,1.45830709794278E-06,1.3124763881485E-06
"P75757",34678,2.74E-07,2.46639858175557E-07
"P52106",24935,"#VALUE!","#VALUE!"
"P46144",25904,3.06668606726221E-07,2.76E-07
"P36553",34323,7.21E-07,6.48897722104738E-07
"P33218",23687,3.75179678441654E-07,3.37661710597489E-07
"P22564",32561,1.99660837570689E-06,1.7969475381362E-06
"P16525",35783,7.63409084829104E-07,6.87068176346194E-07
"P0ACW6",8878,2.18582943092094E-07,1.96724648782885E-07
"Q2M7X4",11070,"#VALUE!","#VALUE!"
"P78055",22997,3.36E-07,3.02427445143838E-07
"P46136",31539,4.50215614129985E-07,4.05194052716987E-07
"P37014",34923,4.33903454197739E-07,3.90513108777965E-07
"P32125",19363,5.08939389886069E-07,4.58E-07
"P05523",30290,2.23150347873123E-06,2.00835313085811E-06
"P52598",27435,6.75323421194977E-07,6.07791079075479E-07
"P28224",12568,3.09931038712671E-07,2.78937934841404E-07
"P0AFS3",26348,6.85110717154324E-07,6.16599645438892E-07
"P0ACS9",24767,7.83E-07,7.04685309073019E-07
"P07026",28117,1.41589548211894E-06,1.27430593390705E-06
"P76275",7315,2.51207262956586E-07,2.26086536660927E-07
"P11667",23176,1.367E-06,1.23026310208998E-06
"P0AEL6",34283,5.84E-07,5.2557779301696E-07
"P77334",74665,1.1744755151217E-07,1.05702796360953E-07
"P0ACN7",37820,9.46105276070257E-07,8.51494748463231E-07
"P0ABW3",9293,2.65561963696962E-06,2.39005767327266E-06
"P09155",42734,2.561E-06,2.30490819842633E-06
"P77730",52793,6.94898013113672E-07,6.25408211802305E-07
"P64594",17836,8.02558268666494E-07,7.22302441799845E-07
"P39160",53580,1.1875252430675E-06,1.06877271876075E-06
"P0AG76",44714,7.99295836680045E-07,7.19366253012041E-07
"P0AE14",32122,4.20853726251942E-07,3.78768353626748E-07
"Q2EES1",4115,"#VALUE!","#VALUE!"
"P39285",123968,1.16468821916235E-06,1.04821939724612E-06
"P23873",10016,5.70925597628604E-07,5.13833037865744E-07
"P0AFI9",39194,9.3631798011091E-07,8.42686182099819E-07
"P0AEV9",17057,6.2312450941179E-07,5.60812058470611E-07
"P0A754",20170,3.29505630631365E-07,2.96555067568229E-07
"P76176",29277,3.36E-07,3.02427445143838E-07
"P37631",43741,1.47135682588857E-06,1.32422114329971E-06
"P28903",80023,8.35182588530986E-07,7.51664329677887E-07
"P0AF34",16542,1.04071580367728E-06,9.36644223309552E-07
"P0ACU2",23688,6.55748829276282E-07,5.90173946348654E-07
"P0ACM5",28277,6.13337213452443E-07,5.52E-07
"P0AA84",47634,"#VALUE!","#VALUE!"
"P0A8J2",19455,1.97377135180174E-06,1.77639421662157E-06
"P06611",27081,3.65392382482306E-07,3.28853144234075E-07
"P76578",181585,3.23E-07,2.9068268999262E-07
"P76234",30987,3.81704542414552E-07,3.43534088173097E-07
"P75798",34066,6.52486397289833E-08,5.8723775756085E-08
"P60782",22193,6.52486397289833E-07,5.8723775756085E-07
"P50465",29845,8.09083132639393E-07,7.28174819375454E-07
"P31548",24999,3.09931038712671E-07,2.78937934841404E-07
"P17802",39149,1.63447842521103E-06,1.471E-06
"P13669",28273,9.52630140043156E-07,8.57367126038841E-07
"P0AE30",24914,1.579E-06,1.42111537329725E-06
"P0AB58",44531,4.79577502008027E-07,4.31619751807224E-07
"P77581",43665,"#VALUE!","#VALUE!"
"P43667",12024,7.53621788869757E-07,6.78259609982781E-07
"P32173",21643,3.75179678441654E-07,3.37661710597489E-07
"P0AFH0",19179,5.31776413791214E-07,4.78598772412093E-07
"P0AEY1",23617,5.08939389886069E-07,4.58E-07
"P0A9S5",38712,2.96881310766874E-07,2.67193179690187E-07
"P60778",43166,1.915E-06,1.72354281844109E-06
"P37767",30708,4.73052638035129E-07,4.25747374231616E-07
"P37636",41191,"#VALUE!","#VALUE!"
"P31122",42538,6.59E-07,5.93110135136458E-07
"P25742",38731,1.48114412184792E-06,1.333E-06
"P25740",42284,1.22014956293199E-06,1.09813460663879E-06
"P24244",3597,"#VALUE!","#VALUE!"
"P0AAZ4",49626,1.00809148381279E-06,9.07282335431511E-07
"P0AAH8",30571,8.38445020517435E-07,7.54600518465692E-07
"V9HVX0",6881,6.13337213452443E-07,5.52E-07
"Q46822",20508,3.58867518509408E-07,3.23E-07
"P43671",60520,1.43220764205118E-06,1.289E-06
"P18200",19418,1.44525736999698E-06,1.30073163299728E-06
"P09126",27798,4.43690750157086E-07,3.99321675141377E-07
"P03024",37094,7.92770972707147E-07,7.13493875436432E-07
"P78067",48229,7.0142287708657E-07,6.31280589377913E-07
"P27129",39040,1.504E-06,1.35358303117775E-06
"P0AGH1",41062,5.0567695789962E-07,4.55109262109658E-07
"P0AF54",11672,"#VALUE!","#VALUE!"
"P0AEC3",87983,7.37309628937511E-07,6.6357866604376E-07
"P0ACK8",27362,4.20853726251942E-07,3.78768353626748E-07
"P0AB77",43117,1.21656088774689E-05,1.0949E-05
"P76046",52609,8.28657724558087E-07,7.45791952102278E-07
"P0ADB4",4359,1.504E-06,1.35358303117775E-06
"P0ABS5",65565,1.1614257871759E-06,1.04528320845831E-06
"P69931",26633,6.13337213452443E-07,5.52E-07
"P52062",42584,1.01135391579924E-06,9.10218524219316E-07
"P31437",33113,5.87237757560849E-07,5.28513981804764E-07
"P27242",41729,1.05050309963663E-06,9.45452789672967E-07
"P24207",50677,2.349E-06,2.11405592721906E-06
"P0AF10",21990,7.56884220856206E-07,6.81195798770585E-07
"P0AAV0",10932,1.69646463295357E-06,1.52681816965821E-06
"P33368",26951,"#VALUE!","#VALUE!"
"P25888",49989,2.65888206895607E-06,2.393E-06
"P23862",20375,5.25251549818315E-07,4.72726394836483E-07
"P14294",73217,1.367E-06,1.23026310208998E-06
"P0A752",24528,1.03745337169083E-06,9.33708034521747E-07
"P77212",48244,"#VALUE!","#VALUE!"
"P76521",8874,5.51351005709909E-07,4.96215905138918E-07
"P51981",34674,3.1319347069912E-07,2.81874123629208E-07
"P38684",26233,8.28657724558087E-07,7.45791952102278E-07
"P37691",35353,9.52630140043156E-07,8.57367126038841E-07
"P0AEJ6",49403,5.70925597628604E-07,5.13833037865744E-07
"P69380",32927,1.26256117875583E-06,1.13630506088025E-06
"P46888",15633,1.69646463295357E-07,1.52681816965821E-07
"P0A8G3",53987,5.28513981804765E-07,4.75662583624288E-07
"P09980",77024,1.47788168986147E-06,1.33009352087532E-06
"P77223",20544,1.52029330568531E-06,1.36826397511678E-06
"P76108",42295,3.58867518509408E-08,3.22980766658467E-08
"P64536",9264,1.21036226697264E-06,1.08932604027538E-06
"P24242",36813,7.14472605032367E-07,6.43E-07
"P0AE39",28721,4.82839933994476E-07,4.34555940595028E-07
"P0ABG7",40476,1.41915791410539E-06,1.27724212269485E-06
"Q46835",14670,2.70781854875281E-06,2.437E-06
"P76182",38140,1.16468821916235E-06,1.04821939724612E-06
"P76169",11920,7.86246108734248E-07,7.07621497860823E-07
"P64453",6646,1.24951145081003E-06,1.12456030572903E-06
"P0C0K3",38120,1.32780981848481E-06,1.195E-06
"P39836",36406,1.32780981848481E-06,1.195E-06
"P68398",18718,2.28043995852797E-06,2.05239596267517E-06
"P37690",46595,8.41707452503884E-07,7.57536707253496E-07
"P0AE82",51624,1.07007769155533E-06,9.63069922399797E-07
"P0AD27",67296,6.55748829276282E-07,5.90173946348654E-07
"P0A8Z7",21642,1.12880146731141E-06,1.01592132058027E-06
"P0A8N7",36976,3.7159100325656E-06,3.34431902930904E-06
"P08550",17907,1.39958332218669E-06,1.25962498996802E-06
"P77788",15046,1.243E-06,1.11868792815342E-06
"P77389",40064,4.24116158238391E-07,3.81704542414552E-07
"P12282",26719,1.06029039559598E-06,9.54261356036382E-07
"P0AE34",26217,1.67036517706197E-06,1.50332865935577E-06
"P0AAH4",37661,7.99295836680045E-07,7.19366253012041E-07
"P0A830",45436,1.49745628178017E-06,1.34771065360215E-06
"P77721",28261,9.91779323880546E-07,8.92601391492491E-07
"P77562",40414,9.95E-07,8.95537580280296E-07
"P0AER8",42425,1.19078767505394E-06,1.07170890754855E-06
"Q47622",61565,1.18426281108105E-06,1.06583652997294E-06
"P75799",33238,9.13480956205766E-08,8.22132860585189E-08
"P37748",44744,1.22993685889133E-06,1.1069431730022E-06
"P36562",36987,6.06812349479544E-07,5.4613111453159E-07
"P0ACZ8",25395,5.74188029615053E-07,5.16769226653548E-07
"P52130",13665,3.98E-07,3.58215032112118E-07
"P0ABT5",35866,1.14837605923011E-06,1.0335384533071E-06
"P76621",37360,"#VALUE!","#VALUE!"
"P37326",44061,8.61282044422579E-07,7.75153839980321E-07
"P32177",30560,2.12710565516485E-06,1.91439508964837E-06
"P0AFN2",13517,9.78729595934749E-07,8.80856636341274E-07
"P0ACR4",32724,7.73196380788452E-07,6.95876742709607E-07
"P0A8P1",26619,4.92627229953824E-07,4.43364506958442E-07
"P0A8R7",39392,9.26530684151562E-07,8.33877615736406E-07
"Q47146",89224,7.82983676747799E-08,7.04685309073019E-08
"P46854",18794,5.4482614173701E-07,4.90343527563309E-07
"P27240",27461,1.39305845821379E-06,1.25375261239241E-06
"P24173",35544,1.31476009053901E-06,1.18328408148511E-06
"P0ACT6",21799,9.85254459907647E-07,8.86729013916882E-07
"Q46851",38832,2.70781854875281E-07,2.43703669387753E-07
"P76076",11878,6.19862077425341E-07,5.57875869682807E-07
"P69451",62332,2.225E-06,2.0024807532825E-06
"P37440",27850,2.67519422888831E-06,2.40767480599948E-06
"P04982",15292,1.90852271207276E-06,1.71767044086548E-06
"P61887",32734,1.72256408884516E-06,1.55030767996064E-06
"P0ADE4",64796,6.36174237357587E-07,5.72556813621828E-07
"P0A9E0",33384,3.42555358577162E-07,3.08299822719446E-07
"P0A6X1",46307,7.53621788869757E-07,6.78259609982781E-07
"Q46939",41019,7.37309628937511E-07,6.6357866604376E-07
"P76938",21146,7.76458812774901E-07,6.98812931497411E-07
"P52060",10456,1.044E-06,9.39580412097357E-07
"P37619",25269,1.21688713094554E-06,1.09519841785099E-06
"P32144",28507,1.703E-06,1.53269054723381E-06
"P0AEV1",37302,5.54613437696358E-07,4.99152093926722E-07
"P0AE28",24917,9.98304187853444E-07,8.984737690681E-07
"P0AD70",41849,1.50071871376662E-06,1.35064684238996E-06
"P0AB96",15853,9.3631798011091E-07,8.42686182099819E-07
"P02918",93636,1.80738732049284E-06,1.62664858844356E-06
"P76194",15800,2.47944830970136E-07,2.23150347873122E-07
"P43340",23036,5.02414525913171E-07,4.52173073321854E-07
"P36560",10591,2.02270783159848E-07,1.82E-07
"P27247",38214,6.65536125235629E-07,5.99E-07
"P0AEC0",56528,1.29518549862032E-06,1.16566694875829E-06
"P0ABG4",45987,9.55892572029605E-07,8.60303314826645E-07
"P0A9F6",34402,9.3631798011091E-07,8.42686182099819E-07
"P42596",42331,3.60824977701277E-06,3.24742479931149E-06
"P28632",15174,1.10270201141982E-06,9.92431810277838E-07
"P21893",63389,1.64426572117038E-06,1.47983914905334E-06
"P75821",38086,1.318E-06,1.18622027027291E-06
"P46187",16639,7.96E-07,7.16430064224237E-07
"P31473",56389,4.56740478102883E-07,4.11066430292595E-07
"P0A8Q0",15015,8.71069340381927E-07,7.84E-07
"P0A7E3",23567,2.685E-06,2.41648337236289E-06
"A8DYP9",3109,8.9716879627352E-07,8.07451916646168E-07
"P30844",41029,7.76458812774901E-07,6.98812931497411E-07
"P0AE85",18965,9.10218524219317E-07,8.19196671797385E-07
"P0A8D3",16969,1.51376844171241E-06,1.36239159754117E-06
"P07649",30400,2.919876627872E-06,2.6278889650848E-06
"P75826",32340,9.3631798011091E-07,8.42686182099819E-07
"P39353",41384,5.25251549818315E-07,4.72726394836483E-07
"P27836",27928,1.92483487200501E-06,1.73235138480451E-06
"P16095",48907,6.95876742709607E-06,6.26289068438646E-06
"P0ACX0",12323,4.95889661940273E-07,4.46300695746246E-07
"P0A9W0",27602,1.34085954643061E-06,1.20677359178755E-06
"P77444",44434,2.05533215146297E-07,1.85E-07
"P77338",127215,2.42724939791818E-06,2.18452445812636E-06
"P77213",41688,"#VALUE!","#VALUE!"
"P75931",33682,5.02414525913171E-07,4.52173073321854E-07
"P64426",49574,9.2E-07,8.28E-07
"P52097",48204,1.59859167336009E-06,1.43873250602408E-06
"P45568",43388,2.5218599255252E-06,2.26967393297268E-06
"P12998",41594,2.66866936491542E-06,2.40180242842388E-06
"P0AF48",15656,5.35E-07,4.81534961199897E-07
"P0A8S9",13316,1.03419093970439E-06,9.30771845733951E-07
"P06961",46467,8.41707452503884E-07,7.57536707253496E-07
"Q46893",25737,1.58227951342784E-06,1.42405156208506E-06
"P39180",106825,3.98E-07,3.58215032112118E-07
"P31069",46063,3.914918383739E-07,3.5234265453651E-07
"P22186",17386,6.6227369324918E-07,5.96E-07
"P15005",53157,1.08965228347402E-06,9.80687055126618E-07
"P12999",28276,1.79760002453349E-06,1.61784002208014E-06
"P0AE70",12098,8.25395292571638E-07,7.42855763314474E-07
"P0AA60",24134,1.02766607573149E-06,9.24899468158341E-07
"Q7DFV3",10807,2.362E-06,2.12580068237027E-06
"P75958",45344,1.04724066765018E-06,9.42516600885162E-07
"P39830",59424,1.11248930737916E-06,1.00124037664124E-06
"P23871",35884,1.5529176255498E-06,1.39762586299482E-06
"P23256",43642,5.84E-07,5.2557779301696E-07
"P21345",47159,6.90983094729933E-06,6.2188478525694E-06
"P0AG03",20695,8.74331772368376E-07,7.86898595131538E-07
"P0ACS7",32362,1.07007769155533E-06,9.63069922399797E-07
"P0AB33",9664,4.82839933994476E-07,4.34555940595028E-07
"P0AAQ0",8097,8.09083132639393E-07,7.28174819375454E-07
"P05041",50970,1.18426281108105E-06,1.06583652997294E-06
"Q46798",26565,9.72204731961851E-07,8.75E-07
"P75954",34636,1.504E-06,1.35358303117775E-06
"P37623",21768,1.5463927615769E-06,1.39175348541921E-06
"P31433",62272,6.10074781465994E-07,5.49067303319395E-07
"P16691",16570,2.57732126929484E-07,2.32E-07
"P10907",39524,2.25107807064992E-07,2.02597026358493E-07
"P30845",61667,1.08312741950112E-06,9.74814677551008E-07
"P24252",20211,"#VALUE!","#VALUE!"
"P21515",22961,6.19862077425341E-07,5.57875869682807E-07
"P10441",42382,1.29844793060677E-06,1.16860313754609E-06
"P0ACL5",28826,2.57732126929484E-07,2.32E-07
"P0A823",26229,1.13858876327076E-06,1.02472988694368E-06
"P03018",81990,1.79760002453349E-06,1.61784002208014E-06
"P75777",36416,4.82839933994476E-07,4.34555940595028E-07
"P37614",10252,2.21192888681253E-06,1.99073599813128E-06
"P0AD42",24439,7.11210173045918E-07,6.40089155741326E-07
"P0AAW1",28790,"#VALUE!","#VALUE!"
"Q47156",11234,1.01461634778569E-06,9.13154713007121E-07
"P67701",14995,1.02766607573149E-06,9.24899468158341E-07
"P39371",39572,1.72908895281806E-07,1.55618005753625E-07
"P28307",15049,3.5234265453651E-07,3.17108389082859E-07
"P23930",57066,1.442E-06,1.29779544420948E-06
"P0AEE8",32100,1.10922687539272E-06,9.98304187853448E-07
"P0AAX6",8896,"#VALUE!","#VALUE!"
"P0A7C8",15597,"#VALUE!","#VALUE!"
"P75952",23362,7.4057206092396E-07,6.66514854831564E-07
"P55734",18639,6.49223965303383E-07,5.84301568773045E-07
"P51025",31424,4.23789915039746E-06,3.81410923535771E-06
"P45544",27821,1.12880146731141E-06,1.01592132058027E-06
"P45469",23198,7.53621788869757E-07,6.78259609982781E-07
"P37659",62032,9.46105276070257E-07,8.51494748463231E-07
"P37327",34503,"#VALUE!","#VALUE!"
"P15723",59383,3.09931038712671E-07,2.78937934841404E-07
"P0AF56",25079,4.2737859022484E-07,3.84640731202356E-07
"P0ADU7",16548,9.78729595934749E-07,8.80856636341274E-07
"P0A6F3",56231,1.22993685889133E-06,1.1069431730022E-06
"P03023",38590,8.64544476409028E-07,7.78090028768125E-07
"Q47005",32835,"#VALUE!","#VALUE!"
"P67699",10401,8.22132860585189E-07,7.3991957452667E-07
"P37613",14506,3.689810576674E-06,3.3208295190066E-06
"P16384",35065,1.53334303363111E-06,1.38E-06
"P0AAW5",15465,8.38445020517435E-07,7.54600518465692E-07
"P0A9H5",21999,8.38445020517435E-07,7.54600518465692E-07
"P0A8I1",15186,1.68667733699422E-06,1.518E-06
"P75959",33043,5.77450461601502E-07,5.19705415441352E-07
"P75867",65819,2.28370239051441E-06,2.05533215146297E-06
"P13738",41356,3.41250385782582E-06,3.07125347204324E-06
"P10442",21526,1.97050891981529E-06,1.77345802783376E-06
"P06709",35312,1.68015247302132E-06,1.51213722571919E-06
"P05824",61396,1.32780981848481E-06,1.195E-06
"P00926",47901,1.5463927615769E-06,1.39175348541921E-06
"C1P602",3458,9.03693660246418E-07,8.13324294221776E-07
"P76630",26108,1.02440364374504E-06,9.22E-07
"P69681",44515,"#VALUE!","#VALUE!"
"P52129",40061,1.84327407234378E-06,1.6589466651094E-06
"P45531",13045,9.85254459907647E-07,8.86729013916882E-07
"P25534",42288,9.62417436002503E-07,8.66175692402253E-07
"P0AEA8",49951,1.39958332218669E-06,1.25962498996802E-06
"P00811",41556,1.915E-06,1.72354281844109E-06
"P24228",51798,1.43873250602408E-06,1.29485925542167E-06
"P19934",43157,1.5529176255498E-06,1.39762586299482E-06
"P0AEE3",37581,1.32454738649836E-06,1.19209264784852E-06
"P0AC23",30991,1.455E-06,1.3095401993607E-06
"P0A6I9",22622,9.23268252165113E-07,8.30941426948602E-07
"P75830",40624,7.30784764964613E-07,6.57706288468152E-07
"P64619",7204,8.05820700652943E-07,7.25238630587649E-07
"P39298",27588,5.67663165642154E-07,5.10896849077939E-07
"P30864",33776,1.03092850771794E-06,9.27835656946146E-07
"P0A840",26900,1.43220764205118E-06,1.289E-06
"P46118",31976,1.10270201141982E-06,9.92431810277838E-07
"P37340",49447,2.18582943092094E-06,1.96724648782885E-06
"P22525",67812,2.64256990902382E-07,2.37831291812144E-07
"P0AEH1",49071,1.27887333868807E-06,1.151E-06
"P0AEF0",27935,1.64752815315683E-06,1.48277533784115E-06
"P0AAA3",20111,5.67663165642154E-07,5.10896849077939E-07
"P09148",39646,1.09291471546047E-06,9.83623243914423E-07
"P45424",17038,4.17591294265493E-07,3.75832164838944E-07
"P33355",17973,3.08626065918091E-06,2.77763459326282E-06
"P23886",62920,1.19731253902684E-06,1.07758128512416E-06
"P19624",35114,8.9716879627352E-07,8.07451916646168E-07
"P0AFP4",29410,1.46809439390212E-06,1.32128495451191E-06
"P75746",25800,4.63265342075781E-07,4.16938807868203E-07
"P45532",13641,1.19078767505394E-06,1.07170890754855E-06
"P37663",25951,8.15607996612291E-08,7.34047196951062E-08
"P31680",30579,2.486E-06,2.23737585630683E-06
"P0AFS7",39841,2.57405883730839E-06,2.31665295357755E-06
"P55135",48052,1.641E-06,1.47690296026554E-06
"P45530",10718,1.14511362724366E-06,1.03060226451929E-06
"P0C058",16093,2.02270783159848E-06,1.82043704843863E-06
"P0AEI6",17433,1.23972415485068E-06,1.11575173936561E-06
"P09391",31307,2.42724939791818E-06,2.18452445812636E-06
"P37147",17692,2.026E-06,1.82337323722644E-06
"P26602",18777,1.17121308313525E-06,1.05409177482173E-06
"P0AE60",9377,2.163E-06,1.94669316631422E-06
"P0AA97",20877,1.85958623227602E-06,1.67362760904842E-06
"P02919",94293,1.69972706494001E-06,1.52975435844601E-06
"P76086",35295,5.77450461601502E-07,5.19705415441352E-07
"P76053",21512,1.11248930737916E-06,1.00124037664124E-06
"P0ADC3",43264,1.12880146731141E-06,1.01592132058027E-06
"P0A6S5",11622,1.58880437740074E-06,1.42992393966067E-06
"P05458",107708,7.4057206092396E-07,6.66514854831564E-07
"P0A8Q3",13107,1.34085954643061E-06,1.20677359178755E-06
"P00363",65972,1.37022143430865E-06,1.23319929087779E-06
"P39407",39832,4.6652777406223E-07,4.19874996656007E-07
"P24555",79491,2.80569150834628E-07,2.52512235751165E-07
"P24224",14052,1.21362469895909E-06,1.09226222906318E-06
"P23895",11958,1.66384031308907E-06,1.49745628178016E-06
"P0AFR0",33067,8.35182588530986E-07,7.51664329677887E-07
"P0AEU3",26870,2.57732126929484E-07,2.32E-07
"P77522",54745,2.44682398983687E-07,2.20214159085318E-07
"P43337",21436,3.58867518509408E-07,3.23E-07
