Entry,EC,kcat(s-1),kcat(h-1),Mw,#(cell)-1,conc_fmol(cell)-1,growth_rate1,conc_mmolgDW,0.9conc,1.1conc,growth_rate2,flux_ub_step2(mmol*(gDWh)-1)
P0AFE0,1.6.5.11,0.1025,369,19875,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#N/A
P0AFD6,1.6.5.11,0.1025,369,20538,300.8719868673,4.99621366435291E-07,0.65,9.81574393782497E-07,8.83416954404247E-07,1.07973183316075E-06,0.65,0.0002354306
P0AFE4,1.6.5.11,0.1025,369,10845,280.7084461379,4.66138236695211E-07,0.65,9.15792213546583E-07,8.24212992191925E-07,1.00737143490124E-06,0.65,0.0002196528
P33602,1.6.5.11,0.1025,369,100299,1476.6412950949,2.45207787295739E-06,0.65,4.81744179362945E-06,4.33569761426651E-06,5.2991859729924E-06,0.65,0.0011554634
P0AFE8,1.6.5.11,0.1025,369,56525,13.4867277151,2.2395761732223E-08,0.65,0.000000044,3.95995787013767E-08,4.83994850794604E-08,0.65,1.05532877239169E-05
P0AFD1,1.6.5.11,0.1025,369,18590,1074.382552852,1.78409590310867E-06,0.65,3.5051000061074E-06,3.15459000549666E-06,3.85561000671814E-06,0.65,0.0008406982
P0AFF0,1.6.5.11,0.1025,369,52044,57.826312863,0.000000096,0.65,1.88654412742735E-07,1.69788971468462E-07,2.07519854017009E-07,0.65,4.5248760896345E-05
P31979,1.6.5.11,0.1025,369,49292,790.6189044391,1.31288426509311E-06,0.65,2.57934040293341E-06,2.32140636264007E-06,2.83727444322675E-06,0.65,0.0006186548
P0AFC3,1.6.5.11,0.1025,369,16457,970.4307700825,1.61147587194033E-06,0.65,0.000003166,2.84936794645637E-06,3.48256082344668E-06,0.65,0.0007593566
P0A744,1.8.4.11,0.1,360,23315,646.4125424826,1.07341837011387E-06,0.65,2.10887695503708E-06,0.000001898,2.31976465054079E-06,0.65,0.0004934772
P06610,1.11.1.15,0.098,352.8,20470,778.5758229784,1.29288579039919E-06,0.65,2.54005066876069E-06,0.000002286,2.79405573563676E-06,0.65,0.0005824844
P0A862,1.11.1.15,0.098,352.8,17835,29014.7280192176,4.81812155749213E-05,0.65,9.46585767680183E-05,8.51927190912164E-05,0.0001041244,0.65,0.0217071048
P0AE52,1.11.1.15,0.098,352.8,17634,7583.4296673017,1.25928755684186E-05,0.65,2.47404235135925E-05,2.22663811622333E-05,2.72144658649518E-05,0.65,0.0056734739
P0AE08,1.11.1.15,0.098,352.8,20761,64361.5646372115,0.0001068774,0.65,0.0002099752,0.0001889777,0.0002309727,0.65,0.0481515191
P0C0L2,1.11.1.15,0.098,352.8,15088,5577.5172378666,9.2619017566698E-06,0.65,1.81962706417874E-05,1.63766435776087E-05,2.00158977059662E-05,0.65,0.0041727688
P0AGG0,2.7.4.16,0.092,331.2,35071,52.2597165527,8.67813293801457E-08,0.65,1.70493770884373E-07,1.53444393795935E-07,1.8754314797281E-07,0.65,3.67038989959877E-05
P60782,2.3.1.15,0.0918,330.48,22193,6.3920135622,1.06144363370183E-08,0.65,2.0853509502983E-08,1.87681585526847E-08,2.29388604532813E-08,0.65,4.47958408335478E-06
P0A7A7,2.3.1.15,0.0918,330.48,91381,256.7432929967,4.2634223347177E-07,0.65,8.37607531378723E-07,7.53846778240851E-07,9.21368284516596E-07,0.65,0.0001799281
P61714,2.5.1.78,0.076,273.6,16157,5654.9163381329,9.39042899058927E-06,0.65,1.84487799422186E-05,1.66039019479968E-05,2.02936579364405E-05,0.65,0.003280931
P52097,6.3.4.19,0.07,252,48204,8.8477112424,1.46923135875349E-08,0.65,2.88650561641158E-08,0.000000026,3.17515617805274E-08,0.65,4.72809619968217E-06
P0AEJ6,4.3.1.7,0.067,241.2,49403,35.9521113018,5.97012808067541E-08,0.65,1.17291317891462E-07,1.05562186102316E-07,0.000000129,0.65,1.83889328190234E-05
P19636,4.3.1.7,0.067,241.2,31782,41.5410778676,0.000000069,0.65,1.35524941186755E-07,0.000000122,1.4907743530543E-07,0.65,2.12476002792594E-05
P0A6W3,2.7.8.13,0.065,234,39875,21.3689675686,3.54848348864195E-08,0.65,6.97148033132013E-08,6.27433229818812E-08,7.66862836445215E-08,0.65,1.06036215839379E-05
P13000,6.3.3.3,0.0621666667,223.80000012,24140,211.5965463279,3.51372544549764E-07,0.65,6.90319340962209E-07,6.21287406865988E-07,7.5935127505843E-07,0.65,0.0001004208
P0A6E9,6.3.3.3,0.0621666667,223.80000012,24981,7.7792687414,1.29180816031676E-08,0.65,2.53793351732173E-08,2.28414016558955E-08,2.7917268690539E-08,0.65,3.6919318896275E-06
P07118,6.1.1.9,0.06,216,108192,1406.549526294,2.33568503203911E-06,0.65,4.5887721651063E-06,4.12989494859567E-06,5.04764938161693E-06,0.65,0.0006442636
P20099,1.8.4.13,0.0533333333,192,85851,44.5843884223,0.000000074,0.65,1.45453534885089E-07,1.3090818139658E-07,0.00000016,0.65,1.81526011536591E-05
P09029,6.3.4.18,0.053,190.8,39461,317.5558556255,5.27326229866373E-07,0.65,0.000001036,9.32403942789265E-07,1.13960481896466E-06,0.65,0.0001284853
P75691,1.1.1.2,0.05,180,37978,1232.502255694,2.04666598421458E-06,0.65,0.000004021,3.61885930411223E-06,4.42305026058161E-06,0.65,0.0004704517
P27250,1.1.1.2,0.05,180,36502,0.1064443105,1.7675906756411E-10,0.65,3.47267323308664E-10,3.12540590977798E-10,3.8199405563953E-10,0.65,4.06302768271137E-08
P0A840,3.6.1.11,0.05,180,26900,111.8621355753,1.85755788069231E-07,0.65,3.64942609173342E-07,3.28448348256008E-07,4.01436870090677E-07,0.65,4.2698285273281E-05
P0AFL6,3.6.1.11,0.05,180,58136,48.3031874618,8.02112046857934E-08,0.65,1.57585863822777E-07,1.41827277440499E-07,1.73344450205055E-07,0.65,1.84375460672649E-05
P00452,1.17.4.1,0.047,169.2,85775,800.8020675087,1.32979420044617E-06,0.65,2.61256227985496E-06,2.35130605186946E-06,2.87381850784045E-06,0.65,0.0002873296
P37146,1.17.4.1,0.047,169.2,36443,25.8358906433,4.29025085407762E-08,0.65,8.42878360329591E-08,7.58590524296632E-08,9.2716619636255E-08,0.65,0.00000927
P39452,1.17.4.1,0.047,169.2,80479,12.8528195631,2.13431078763587E-08,0.65,4.19314496588579E-08,3.77383046929721E-08,4.61245946247437E-08,0.65,4.6116208334812E-06
P69924,1.17.4.1,0.047,169.2,43517,477.5545990332,0.000000793,0.65,0.000001558,1.40219045924565E-06,1.71378833907802E-06,0.65,0.0001713477
P0AAI5,2.3.1.179,0.047,169.2,43046,2270.1789725256,3.76980898792029E-06,0.65,7.40630449493181E-06,6.66567404543863E-06,8.146934944425E-06,0.65,0.0008145454
P0A759,3.5.99.6,0.044,158.4,29774,723.7860369171,1.20190308355545E-06,0.65,2.3613027181836E-06,2.12517244636524E-06,2.59743299000196E-06,0.65,0.0002431197
P06986,2.6.1.9,0.043,154.8,39360,1521.7934396447,2.52705652548102E-06,0.65,4.96474759426527E-06,4.46827283483874E-06,5.46122235369179E-06,0.65,0.0004995529
P0A7E3,2.4.2.10,0.042,151.2,23567,1.0760867312,1.78692582400306E-09,0.65,3.51065977210816E-09,3.15959379489735E-09,3.86172574931898E-09,0.65,0.000000345
P52006,3.6.1.23,0.04,144,16371,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P06968,3.6.1.23,0.04,144,16155,2584.2867420622,4.29140940229522E-06,0.65,8.43105972946016E-06,0.000007588,9.27416570240617E-06,0.65,0.0007891472
P31441,3.5.4.2,0.036,129.6,63739,2.7779810034,4.61305380832567E-09,0.65,9.06297408315456E-09,8.15667667483911E-09,0.00000001,0.65,7.63464936764941E-07
P0A9M0,3.4.21.53,0.0333,119.88,87438,1585.2730268785,2.63246932394301E-06,0.65,5.17184543014344E-06,4.65466088712909E-06,0.000005689,0.65,0.0004030005
P00934,4.2.3.1,0.0333,119.88,47114,14506.5615134192,2.40892751800385E-05,0.65,4.73266702947712E-05,0.000042594,5.20593373242483E-05,0.65,0.0036877888
P37747,5.4.99.9,0.033,118.8,42966,671.4189313407,1.11494342633785E-06,0.65,2.19045859791327E-06,1.97141273812194E-06,2.40950445770459E-06,0.65,0.0001691472
P69451,6.2.1.3,0.029,104.4,62332,134.7934101672,2.23834955442067E-07,0.65,4.39754332892078E-07,3.9577889960287E-07,4.83729766181285E-07,0.65,2.98417290300564E-05
P0A953,2.3.1.41,0.0266666667,96.00000012,42613,12407.6862236118,2.06039292985915E-05,0.65,4.04792324137358E-05,3.64313091723622E-05,4.45271556551093E-05,0.65,0.0025259041
P00803,3.4.21.89,0.024,86.4,35960,148.2292545279,2.46146221401392E-07,0.65,4.83587861299394E-07,4.35229075169455E-07,5.31946647429334E-07,0.65,2.7158294290574E-05
P0A752,2.7.7.18,0.02,72,24528,48.2415364438,8.01088283690208E-08,0.65,1.57384731569785E-07,1.41646258412807E-07,1.73123204726764E-07,0.65,7.36560543746596E-06
P0ABZ6,5.2.1.8,0.02,72,47284,1408.59685133,2.33908477470933E-06,0.65,4.59545142379044E-06,4.13590628141139E-06,0.000005055,0.65,0.0002150671
P0A9K9,5.2.1.8,0.02,72,20853,13361.7940510583,2.2188299653036E-05,0.65,4.35919443085187E-05,3.92327498776669E-05,4.79511387393706E-05,0.65,0.002040103
P45523,5.2.1.8,0.02,72,28882,6049.6673443602,1.00459437800734E-05,0.65,1.97366282516176E-05,0.000017763,2.17102910767794E-05,0.65,0.0009236742
P0A9L3,5.2.1.8,0.02,72,22216,3581.3658300852,5.94713688157619E-06,0.65,0.000011684,1.05155661953214E-05,1.28523586831705E-05,0.65,0.0005468094
P0AEM0,5.2.1.8,0.02,72,16081,1749.3768261218,0.000002905,0.65,5.70722291389268E-06,5.13650062250341E-06,6.27794520528194E-06,0.65,0.000267098
P0A850,5.2.1.8,0.02,72,48193,21283.5451868497,0.000035343,0.65,6.94361186026146E-05,6.24925067423531E-05,7.6379730462876E-05,0.65,0.0032496104
P23869,5.2.1.8,0.02,72,18153,2950.842895206,4.90010444238788E-06,0.65,9.62692424830624E-06,8.66423182347562E-06,1.05896166731369E-05,0.65,0.0004505401
P0A9L5,5.2.1.8,0.02,72,10232,1512.4004678458,2.51145876427395E-06,0.65,4.93410366262072E-06,4.44069329635865E-06,5.42751402888279E-06,0.65,0.0002309161
P0ADY1,5.2.1.8,0.02,72,68150,1587.5002926644,2.63616787224246E-06,0.65,5.17911173328578E-06,4.6612005599572E-06,0.000005697,0.65,0.0002423824
P0AFL3,5.2.1.8,0.02,72,20431,1807.3382399549,3.00122590494E-06,0.65,5.8963180843615E-06,5.30668627592535E-06,6.48594989279765E-06,0.65,0.0002759477
P06961,2.7.7.72,0.0183,65.88,46467,44.57847342,0.000000074,0.65,1.45434237592629E-07,1.30890813833366E-07,0.00000016,0.65,6.22778492219157E-06
P77488,2.2.1.7,0.018,64.8,67617,297.1728562466,4.9347867194718E-07,0.65,9.69506231723341E-07,8.72555608551007E-07,1.06645685489567E-06,0.65,4.08356024801871E-05
P04395,3.2.2.21,0.0167,60.12,31393,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#N/A
P00957,6.1.1.7,0.0166,59.76,96032,2612.9014570585,4.3389263650921E-06,0.65,8.52441329094714E-06,0.000007672,9.37685462004186E-06,0.65,0.0003311223
P0AEK4,1.3.1.9,0.016,57.6,27864,3592.8773352992,5.9662526325128E-06,0.65,1.17215179420684E-05,1.05493661478615E-05,1.28936697362752E-05,0.65,0.0004388536
P33195,1.4.4.2,0.016,57.6,104376,500.0626648972,8.30393000493454E-07,0.65,1.6314204331895E-06,1.46827838987055E-06,1.79456247650845E-06,0.65,6.10803810186148E-05
P14900,6.3.2.9,0.016,57.6,46974,73.233727609,1.21610308218221E-07,0.65,2.38920055438548E-07,0.000000215,2.62812060982403E-07,0.65,8.94516687561923E-06
P0A746,1.8.4.12,0.014,50.4,15451,1071.7363494646,1.77970167629457E-06,0.65,3.49646694753354E-06,3.14682025278018E-06,3.84611364228689E-06,0.65,0.0001145443
P31660,2.3.3.16,0.0133,47.88,43102,374.8887344674,6.22531940331139E-07,0.65,0.000001223,1.10074409881734E-06,1.34535389855453E-06,0.65,3.80637309371036E-05
P0ABH7,2.3.3.16,0.0133,47.88,48015,20066.9383938847,3.33227140383339E-05,0.65,0.000065467,5.89203195176828E-05,7.20137238549456E-05,0.65,0.0020374646
P23871,4.99.1.1,0.0125,45,35884,5.031110078,8.35455011292841E-09,0.65,1.64136544458319E-08,1.47722890012487E-08,1.8055019890415E-08,0.65,4.80099392540582E-07
P27253,5.4.99.2,0.012,43.2,77871,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#N/A
Q46920,1.7.1.13,0.0115,41.4,32588,71.0335552103,0.000000118,0.65,2.31742142629216E-07,2.08567928366294E-07,2.54916356892137E-07,0.65,6.23618105815219E-06
P0AG40,2.7.7.2,0.011,39.6,34734,169.8719375889,2.82085582180108E-07,0.65,5.54195642789996E-07,4.98776078510996E-07,6.09615207068996E-07,0.65,0.000014265
P05523,3.2.2.23,0.0106,38.16,30290,0.256261065,4.25541456351154E-10,0.65,8.36034295385372E-10,7.52430865846835E-10,9.19637724923909E-10,0.65,2.07369946627388E-08
P37744,2.7.7.24,0.01,36,32694,522.6019365042,8.67821216380252E-07,0.65,0.000001705,1.53445794644838E-06,1.87544860121469E-06,0.65,3.9895906607658E-05
P61887,2.7.7.24,0.01,36,32734,23.6671211522,3.93010978947547E-08,0.65,7.72123730741743E-08,6.94911357667569E-08,8.49336103815918E-08,0.65,1.80676952993568E-06
P08244,4.1.1.23,0.01,36,26350,1516.2212921416,2.51780354058721E-06,0.65,4.9465688420181E-06,4.45191195781629E-06,5.44122572621991E-06,0.65,0.0001157497
P69503,2.4.2.7,0.0095,34.2,19859,1920.8338567338,3.18969421576521E-06,0.65,6.26658981486289E-06,5.6399308333766E-06,6.89324879634918E-06,0.65,0.0001393063
P0A8F4,2.7.1.48,0.0092,33.12,24353,245.7471158244,4.08082224882803E-07,0.65,8.01733251243228E-07,7.21559926118905E-07,8.81906576367551E-07,0.65,1.72597134327642E-05
P0A6C1,3.1.21.2,0.0088,31.68,31480,262.0624727206,4.35175145666875E-07,0.65,0.000000855,7.69464894106459E-07,9.40457092796783E-07,0.65,1.76053567771558E-05
P0AFU8,2.5.1.9,0.00833,29.988,23445,742.314646489,1.23267128277817E-06,0.65,2.42175104671545E-06,2.17957594204391E-06,2.663926151387E-06,0.65,4.72052557527869E-05
P0A873,2.1.1.228,0.0083,29.88,28422,45.3313085801,7.5276168349556E-08,0.65,1.47890311099324E-07,1.33101279989392E-07,1.62679342209257E-07,0.65,2.87232562217107E-06
P17169,2.6.1.16,0.0075,27,66894,4184.9377230374,6.94941501666784E-06,0.65,1.36530746889348E-05,1.22877672200414E-05,1.50183821578283E-05,0.65,0.0002396115
P00547,2.7.1.39,0.007,25.2,33624,712.2202823672,1.18269724737156E-06,0.65,2.32357023059246E-06,2.09121320753322E-06,2.55592725365171E-06,0.65,3.80600803771045E-05
P08179,2.1.2.2,0.0059,21.24,23238,373.9050414963,6.20898441541475E-07,0.65,1.21983976727205E-06,1.09785579054485E-06,1.34182374399926E-06,0.65,1.6841107826958E-05
P24182,6.3.4.14,0.0051666667,18.600000012,49321,1778.2932654339,0.000002953,0.65,5.80156083043866E-06,5.22140474739479E-06,6.38171691348252E-06,0.65,7.01408704852555E-05
P0A8T7,2.7.7.6,0.005,18,155160,4516.8495228185,7.50058040986138E-06,0.65,1.47359143612208E-05,1.32623229250987E-05,1.62095057973429E-05,0.65,0.0001724102
P0A800,2.7.7.6,0.005,18,10237,9265.3700523193,1.53858685691122E-05,0.65,3.02276396249748E-05,2.72048756624773E-05,3.32504035874722E-05,0.65,0.0003536634
P0A7Z4,2.7.7.6,0.005,18,36512,13756.9011369089,2.28444057404665E-05,0.65,0.000044881,4.03928588731234E-05,0.000049369,0.65,0.0005251072
P0A8V2,2.7.7.6,0.005,18,150632,5269.4365829242,8.75030983547695E-06,0.65,1.71911784586974E-05,1.54720606128276E-05,1.89102963045671E-05,0.65,0.0002011368
P32173,2.7.7.77,0.0041,14.76,21643,15.5114291872,2.57579362126006E-08,0.65,5.06049827359541E-08,4.55444844623587E-08,5.56654810095495E-08,0.65,4.85504204368744E-07
P16384,2.5.1.75,0.0039,14.04,35065,69.8552873442,0.000000116,0.65,2.27898123854372E-07,2.05108311468935E-07,2.50687936239809E-07,0.65,2.079798278295E-06
P0A6G7,3.4.21.92,0.003,10.8,23187,6136.3066102836,1.01898150287008E-05,0.65,2.00192829640487E-05,1.80173546676438E-05,2.20212112604536E-05,0.65,0.0001405354
P0A847,2.4.2.29,0.00297,10.692,42594,524.4198688311,8.70840034591609E-07,0.65,1.71088415440395E-06,1.53979573896355E-06,0.000001882,0.65,1.18903026962766E-05
P0A6K1,5.1.1.7,0.0025,9,30209,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P0A6V1,2.7.7.27,0.002,7.2,48698,274.3768956819,4.55624204054959E-07,0.65,8.95135960815243E-07,8.05622364733718E-07,9.84649556896767E-07,0.65,4.18923629661534E-06
P0AC88,4.2.1.47,0.0019,6.84,42047,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#N/A
P06709,6.3.4.15,0.0017,6.12,35312,23.1308440312,3.84105679694113E-08,0.65,7.54628054408867E-08,6.7916524896798E-08,0.000000083,0.65,3.00191040043847E-07
P17443,2.4.1.227,0.0016,5.76,37815,116.0354476791,1.92685897839709E-07,0.65,3.78557756070156E-07,3.4070198046314E-07,4.16413531677172E-07,0.65,1.41732023872666E-06
P12295,3.2.2.27,0.0014,5.04,25693,80.7369860877,1.34070053284118E-07,0.65,2.63398925902E-07,2.370590333118E-07,2.897388184922E-07,0.65,8.62894881254953E-07
P0C0R7,2.1.1.166,0.0010666667,3.84,23335,243.9442590928,4.05088440871523E-07,0.65,7.95851553775094E-07,7.16266398397585E-07,8.75436709152603E-07,0.65,1.98644547822262E-06
P05804,3.2.1.31,0.001,3.6,68447,1.5983708145,2.65421922040794E-09,0.65,5.21457607152836E-09,4.69311846437553E-09,5.7360336786812E-09,0.65,1.22021080073764E-08
P22256,2.6.1.19,0.00092,3.312,45775,901.79315412,1.49749776506144E-06,0.65,0.000002942,2.64783494804576E-06,3.23624271427815E-06,0.65,6.33362119572547E-06
P50457,2.6.1.19,0.00092,3.312,44729,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#N/A
P0AG18,5.4.99.18,0.0006,2.16,17780,2819.4811213425,0.000004682,0.65,9.19836539545716E-06,8.27852885591145E-06,1.01182019350029E-05,0.65,1.29145050152219E-05
P0AAI9,2.3.1.39,0.00047,1.692,32417,2292.395165534,3.80670070663241E-06,0.65,7.47878331361968E-06,6.73090498225771E-06,8.22666164498165E-06,0.65,8.22516588831892E-06
P0A7Y0,3.1.26.3,0.00035,1.26,25550,701.3373567629,1.16462530183151E-06,0.65,2.28806542599511E-06,2.0592588833956E-06,2.51687196859462E-06,0.65,1.87392558389E-06
P12996,2.8.1.6,0.000278,1.0008,38648,242.0299117288,4.01909517982084E-07,0.65,7.8960612570154E-07,7.10645513131386E-07,8.68566738271695E-07,0.65,5.13654576891366E-07
P0ABU0,4.1.3.36,0.00025,0.9,31633,470.4169212633,7.81163934346262E-07,0.65,1.53470321089639E-06,1.38123288980675E-06,1.68817353198603E-06,0.65,8.97801378374388E-07
P29012,5.1.1.1,0.00023,0.828,38845,35.8299748148,5.94984636579648E-08,0.65,1.16892855909558E-07,1.05203570318602E-07,1.28582141500513E-07,0.65,6.29117350505239E-08
P0A6B4,5.1.1.1,0.00023,0.828,39153,12.294150819,2.04153949169163E-08,0.65,4.01088308780281E-08,3.60979477902253E-08,4.41197139658309E-08,0.65,2.15865727785547E-08
P0A8N3,6.1.1.6,0.00012,0.432,57603,2884.0028429753,4.7891113300818E-06,0.65,9.40886312393281E-06,0.000008468,1.03497494363261E-05,0.65,0.000002642
P0A8N5,6.1.1.6,0.00012,0.432,57827,414.4602264758,6.8824348468242E-07,0.65,1.35214829996546E-06,1.21693346996891E-06,1.48736312996201E-06,0.65,3.79683242630301E-07
P50465,4.2.99.18,0.0000667,0.24012,29845,4.4938291145,7.46235322901144E-09,0.65,1.46608118448162E-08,1.31947306603346E-08,1.61268930292978E-08,0.65,2.28823019111522E-09
P05523,4.2.99.18,0.0000667,0.24012,30290,0.256261065,4.25541456351154E-10,0.65,8.36034295385372E-10,7.52430865846835E-10,9.19637724923909E-10,0.65,1.30486560755158E-10
P0AB83,4.2.99.18,0.0000667,0.24012,23562,8.025797095,1.33274611341615E-08,0.65,2.61836171594529E-08,2.35652554435076E-08,2.88019788753982E-08,0.65,4.08668659901309E-09
P37759,4.2.1.46,0.000064,0.2304,40558,894.0604294426,1.48465697350147E-06,0.65,2.91681134283196E-06,2.62513020854876E-06,3.20849247711516E-06,0.65,4.36821666702515E-07
P27830,4.2.1.46,0.000064,0.2304,39754,24.4503504951,4.06017112173021E-08,0.65,7.97676055349746E-08,7.17908449814771E-08,8.77443660884721E-08,0.65,1.19459966049178E-08
P0A7Y8,3.1.26.5,1.59166666666666E-05,0.0573,13789,76.3473082437,1.26780651351136E-07,0.65,2.49077900493391E-07,2.24170110444052E-07,0.000000274,0.65,9.27690640387631E-09
P0AC16,4.1.2.25,0.0000065,0.0234,13620,113.832028378,0.000000189,0.65,3.71369250462769E-07,3.34232325416493E-07,4.08506175509046E-07,0.65,5.64852629953872E-09
P0A8L1,6.1.1.11,0.000000011,0.0000396,48414,2785.4967099786,4.62553422447453E-06,0.65,9.08749356478296E-06,8.17874420830467E-06,9.99624292126126E-06,0.65,2.33912084357513E-10
P20099,1.-.-.-,#N/A,#VALUE!,85851,44.5843884223,0.000000074,0.65,1.45453534885089E-07,1.3090818139658E-07,0.00000016,0.65,#VALUE!
P38489,1.-.-.-,#N/A,#VALUE!,23905,989.7665255907,1.64358439985166E-06,0.65,0.000003229,2.90614137498329E-06,0.000003552,0.65,#VALUE!
P0AFQ5,1.-.-.-,#N/A,#VALUE!,13763,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P76043,1.-.-.-,#N/A,#VALUE!,38217,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P33029,1.-.-.-,#N/A,#VALUE!,54032,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P77316,1.-.-.-,#N/A,#VALUE!,44176,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P77453,1.-.-.-,#N/A,#VALUE!,15577,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P23482,1.-.-.-,#N/A,#VALUE!,72583,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77437,1.-.-.-,#N/A,#VALUE!,56767,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P23481,1.-.-.-,#N/A,#VALUE!,22154,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77329,1.-.-.-,#N/A,#VALUE!,63383,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P0AEW1,1.-.-.-,#N/A,#VALUE!,23361,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77668,1.-.-.-,#N/A,#VALUE!,28101,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77416,1.-.-.-,#N/A,#VALUE!,51755,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77858,1.-.-.-,#N/A,#VALUE!,34359,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P37440,1.-.-.-,#N/A,#VALUE!,27850,193.09932567,3.20656469063431E-07,0.65,0.00000063,0.000000567,0.000000693,0.65,#VALUE!
P76081,1.-.-.-,#N/A,#VALUE!,39320,0.0084186284,1.39797880573824E-11,0.65,2.74652024702994E-11,2.47186822232694E-11,3.02117227173293E-11,0.65,#VALUE!
P0AFP4,1.-.-.-,#N/A,#VALUE!,29410,45.2309531337,7.51095203150115E-08,0.65,1.47562908280966E-07,1.32806617452869E-07,1.62319199109062E-07,0.65,#VALUE!
P31808,1.-.-.-,#N/A,#VALUE!,27933,279.1268982246,4.63511953212556E-07,0.65,9.10632521046278E-07,8.19569268941651E-07,1.00169577315091E-06,0.65,#VALUE!
P39353,1.-.-.-,#N/A,#VALUE!,41384,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P33368,1.-.-.-,#N/A,#VALUE!,26951,27.1335733343,4.50574117142184E-08,0.65,8.85214375524919E-08,7.96692937972427E-08,9.73735813077411E-08,0.65,#VALUE!
P42599,1.-.-.-,#N/A,#VALUE!,36214,163.8538535041,2.72092084862371E-07,0.65,5.34562052774796E-07,4.81105847497317E-07,0.000000588,0.65,#VALUE!
P52037,1.-.-.-,#N/A,#VALUE!,25938,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
P46853,1.-.-.-,#N/A,#VALUE!,38765,406.8842693918,6.75663017920658E-07,0.65,1.32743225524687E-06,1.19468902972218E-06,1.46017548077156E-06,0.65,#VALUE!
P77360,1.-.-.-,#N/A,#VALUE!,38051,NA,#VALUE!,0.65,#VALUE!,#VALUE!,#VALUE!,0.65,#VALUE!
Q46814,1.-.-.-,#N/A,#VALUE!,103519,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P0AG84,1.-.-.-,#N/A,#VALUE!,31488,53.2487133592,8.8423635601405E-08,0.65,1.73720305700206E-07,1.56348275130186E-07,1.91092336270227E-07,0.65,#VALUE!
P0ADU2,1.-.-.-,#N/A,#VALUE!,11532,573.9909626649,9.53156696554178E-07,0.65,1.8726064765308E-06,1.68534582887772E-06,2.05986712418388E-06,0.65,#VALUE!
Q46911,1.-.-.-,#N/A,#VALUE!,53737,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P76633,1.-.-.-,#N/A,#VALUE!,28042,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77503,1.-.-.-,#N/A,#VALUE!,38652,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P76187,1.-.-.-,#N/A,#VALUE!,33676,320.8306211224,5.32764233016204E-07,0.65,1.04668808058193E-06,0.000000942,1.15135688864013E-06,0.65,#VALUE!
P0ACX3,1.-.-.-,#N/A,#VALUE!,11288,2662.0979696373,4.42062100570794E-06,0.65,8.68491356720617E-06,7.81642221048555E-06,9.55340492392678E-06,0.65,#VALUE!
P77280,1.-.-.-,#N/A,#VALUE!,37701,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77539,1.-.-.-,#N/A,#VALUE!,38732,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77260,1.-.-.-,#N/A,#VALUE!,53685,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P77376,1.-.-.-,#N/A,#VALUE!,38257,121.4040443734,2.01600870762806E-07,0.65,3.9607243764795E-07,3.56465193883155E-07,4.35679681412745E-07,0.65,#VALUE!
P76192,1.-.-.-,#N/A,#VALUE!,77877,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,0.65,#VALUE!
P0ACY1,1.-.-.-,#N/A,#VALUE!,20059,2147.8730558292,3.56671048792625E-06,0.65,7.00728976016946E-06,6.30656078415251E-06,0.000007708,0.65,#VALUE!
